cow_id,BD,name,d,weight,temp,humidity,pA,pB,health
9,Guernsey,farm_beta,15,909.306,17.0,40.9,9013.78,9089.672,good
9,Guernsey,farm_beta,16,883.83,15.2,33.0,8663.125,8567.021,good
9,Guernsey,farm_beta,17,870.04,17.2,59.6,10258.553,9515.962,good
9,Guernsey,farm_beta,18,857.606,17.5,57.8,10531.433,9166.521,good
9,Guernsey,farm_beta,19,842.422,15.7,60.2,10588.464,10761.979,good
9,Guernsey,farm_beta,20,838.904,22.1,37.4,8987.78,8545.599,good
9,Guernsey,farm_beta,21,833.959,21.7,39.3,9855.343,8888.691,good
9,Guernsey,farm_beta,22,827.375,18.0,62.0,10180.508,11036.025,good
9,Guernsey,farm_beta,23,802.03,19.6,42.3,8889.926,8582.857,good
9,Guernsey,farm_beta,24,789.82,22.9,66.4,11538.124,11065.649,good
9,Guernsey,farm_beta,25,783.058,15.6,72.6,11108.356,10438.127,good
9,Guernsey,farm_beta,26,791.041,23.1,37.8,9378.6,10094.25,good
9,Guernsey,farm_beta,27,791.75,22.5,57.1,9832.317,10735.188,good
9,Guernsey,farm_beta,28,772.401,18.9,38.8,9235.722,10059.148,good
9,Guernsey,farm_beta,29,764.749,19.1,77.9,10482.936,11074.569,good
9,Guernsey,farm_beta,30,759.996,20.6,71.9,11501.753,11323.675,good
9,Guernsey,farm_beta,31,754.922,15.6,59.0,9526.465,10764.858,good
9,Guernsey,farm_beta,32,767.589,23.2,49.7,10086.049,9679.008,good
9,Guernsey,farm_beta,33,761.7,24.1,65.2,10760.751,11794.214,good
9,Guernsey,farm_beta,34,747.257,19.0,33.5,8953.54,9245.455,good
9,Guernsey,farm_beta,35,736.478,24.0,38.0,10282.467,9898.666,good
9,Guernsey,farm_beta,36,739.759,16.0,47.0,9068.931,9015.777,good
9,Guernsey,farm_beta,37,720.7,21.5,56.9,11165.717,10737.326,good
9,Guernsey,farm_beta,38,699.042,23.9,63.3,11498.407,11477.449,good
9,Guernsey,farm_beta,39,690.868,15.1,67.8,9749.039,10757.485,good
9,Guernsey,farm_beta,40,669.765,16.5,48.0,8726.815,9235.004,good
9,Guernsey,farm_beta,41,671.84,17.2,46.8,8808.527,8629.355,good
10,Jersey,farm_beta,0,1011.026,24.4,55.6,10939.971,12220.116,good
10,Jersey,farm_beta,1,1007.786,24.2,52.0,12254.216,11663.239,good
10,Jersey,farm_beta,2,994.033,20.9,37.6,11348.082,10818.619,good
10,Jersey,farm_beta,3,973.487,24.9,43.1,10400.874,11808.351,good
10,Jersey,farm_beta,4,973.926,15.1,32.5,9536.472,8984.456,good
10,Jersey,farm_beta,5,961.111,17.2,43.1,10506.301,11014.739,good
10,Jersey,farm_beta,6,946.746,18.7,73.8,11368.243,11825.633,good
10,Jersey,farm_beta,7,930.755,24.2,66.5,11387.6,13119.03,good
10,Jersey,farm_beta,8,915.647,22.0,47.7,11090.764,11252.836,good
10,Jersey,farm_beta,9,922.963,15.6,74.3,11890.69,11481.176,good
10,Jersey,farm_beta,10,923.187,19.1,63.2,11606.431,12399.102,good
10,Jersey,farm_beta,11,916.411,20.8,65.1,11942.29,11169.686,good
10,Jersey,farm_beta,12,898.215,16.9,40.4,10647.185,10157.636,good
10,Jersey,farm_beta,13,896.073,16.1,60.5,10676.757,10323.686,good
10,Jersey,farm_beta,14,892.77,18.5,77.4,12157.88,12330.89,good
10,Jersey,farm_beta,15,886.323,18.7,36.5,10959.172,9617.518,good
10,Jersey,farm_beta,16,853.007,22.8,68.5,11885.457,11779.172,good
10,Jersey,farm_beta,17,851.175,19.4,69.5,10817.475,12143.609,good
10,Jersey,farm_beta,18,853.87,23.7,35.6,9636.977,11146.681,good
10,Jersey,farm_beta,19,869.179,18.7,31.4,10043.636,9378.66,good
10,Jersey,farm_beta,20,882.561,21.2,48.2,11496.113,10922.418,good
10,Jersey,farm_beta,21,871.018,16.5,30.2,8676.499,8645.664,good
10,Jersey,farm_beta,22,846.986,16.4,72.0,11642.776,12419.689,good
10,Jersey,farm_beta,23,834.238,18.4,31.8,9255.556,10127.475,good
10,Jersey,farm_beta,24,831.428,21.4,65.0,12518.594,12663.379,good
10,Jersey,farm_beta,25,825.199,16.5,74.6,12450.782,11702.23,good
10,Jersey,farm_beta,26,809.793,18.3,53.2,10210.229,10577.201,good
10,Jersey,farm_beta,27,800.667,16.8,45.7,9714.201,10567.019,good
10,Jersey,farm_beta,28,782.731,20.9,79.3,13242.721,12946.358,good
10,Jersey,farm_beta,29,762.948,15.2,30.8,9152.145,8699.843,good
10,Jersey,farm_beta,30,759.681,16.6,52.3,11029.602,10035.283,good
10,Jersey,farm_beta,31,774.854,24.4,49.0,11533.312,10548.812,good
10,Jersey,farm_beta,32,765.079,17.5,50.7,10236.927,10240.206,good
10,Jersey,farm_beta,33,757.095,22.8,68.7,11016.157,11937.403,good
10,Jersey,farm_beta,34,745.746,16.8,50.9,10432.976,11057.227,good
10,Jersey,farm_beta,35,749.413,23.2,65.4,11104.165,12733.701,good
10,Jersey,farm_beta,36,738.207,23.3,46.5,10835.826,11406.907,good
10,Jersey,farm_beta,37,730.38,20.0,48.1,9964.084,11310.851,good
10,Jersey,farm_beta,38,724.25,23.8,40.2,11043.141,10329.422,good
10,Jersey,farm_beta,39,729.691,23.5,69.4,12480.708,11648.835,good
10,Jersey,farm_beta,40,706.266,15.1,32.0,8989.609,9314.896,good
10,Jersey,farm_beta,41,714.023,19.3,35.4,9802.247,9431.789,good
11,Holstein,farm_beta,0,1184.238,20.0,73.6,23484.67,22731.222,good
11,Holstein,farm_beta,1,1177.012,19.2,52.4,21073.195,20888.7,good
11,Holstein,farm_beta,2,1166.364,24.3,38.4,21076.611,20707.388,good
11,Holstein,farm_beta,3,1155.234,16.8,71.3,22713.292,21812.152,good
11,Holstein,farm_beta,4,1159.411,19.8,30.6,21046.954,21333.938,good
11,Holstein,farm_beta,5,1141.688,17.4,43.2,20177.081,21490.302,good
11,Holstein,farm_beta,6,1133.358,22.2,41.6,22183.898,21151.09,good
11,Holstein,farm_beta,7,1132.203,17.2,37.2,19975.661,20495.662,good
11,Holstein,farm_beta,8,1111.495,19.0,58.7,21557.216,22389.849,good
11,Holstein,farm_beta,9,1108.59,24.1,59.6,21472.714,22356.856,good
11,Holstein,farm_beta,10,1096.567,16.9,42.7,20244.131,20226.085,good
11,Holstein,farm_beta,11,1078.473,20.9,37.1,21626.081,21423.394,good
11,Holstein,farm_beta,12,1053.107,23.1,44.5,20466.334,21661.626,good
11,Holstein,farm_beta,13,1034.336,21.8,77.3,22826.395,22882.388,good
11,Holstein,farm_beta,14,1029.757,17.7,33.7,19924.795,20096.228,good
11,Holstein,farm_beta,15,1036.775,21.7,45.7,22045.815,21482.035,good
11,Holstein,farm_beta,16,1028.519,23.2,51.8,22497.493,21613.108,good
11,Holstein,farm_beta,17,1004.645,21.3,76.0,22358.057,22339.512,good
11,Holstein,farm_beta,18,1017.503,21.7,49.1,20647.774,20620.697,good
11,Holstein,farm_beta,19,995.375,15.5,34.3,20875.018,19967.579,good
11,Holstein,farm_beta,20,985.538,18.1,62.2,20798.672,20993.612,good
11,Holstein,farm_beta,21,969.221,21.5,77.4,21970.881,22522.754,good
11,Holstein,farm_beta,22,944.392,15.7,38.0,20210.62,20295.026,good
11,Holstein,farm_beta,23,926.164,22.0,40.6,20708.431,20157.601,good
11,Holstein,farm_beta,24,934.479,24.0,45.2,21389.095,21973.628,good
11,Holstein,farm_beta,25,922.163,21.7,49.5,21747.37,20853.8,good
11,Holstein,farm_beta,26,933.015,17.8,37.3,20579.868,19561.253,good
11,Holstein,farm_beta,27,949.405,15.8,70.3,22476.217,22357.808,good
11,Holstein,farm_beta,28,938.035,17.3,56.4,21855.907,20500.071,good
11,Holstein,farm_beta,29,941.494,22.1,80.0,23306.12,23073.261,good
11,Holstein,farm_beta,30,944.292,18.8,59.3,22296.286,22347.218,good
11,Holstein,farm_beta,31,926.892,22.3,76.6,22858.405,21815.983,good
11,Holstein,farm_beta,32,919.826,19.6,78.4,23188.249,22171.042,good
11,Holstein,farm_beta,33,895.017,15.2,38.5,20000.519,20481.793,good
11,Holstein,farm_beta,34,883.774,23.9,50.1,21647.557,20857.169,good
11,Holstein,farm_beta,35,855.509,18.8,55.6,21412.744,20917.125,good
11,Holstein,farm_beta,36,837.144,16.7,57.3,21746.385,21412.349,good
11,Holstein,farm_beta,37,832.979,24.3,43.8,22064.055,21006.109,good
11,Holstein,farm_beta,38,814.343,20.6,41.4,21599.867,21484.243,good
11,Holstein,farm_beta,39,812.019,18.9,42.3,21035.896,20839.988,good
11,Holstein,farm_beta,40,792.672,24.3,65.2,23187.678,22214.694,good
11,Holstein,farm_beta,41,778.269,24.1,40.4,21331.243,20080.106,good
12,Guernsey,farm_beta,0,1102.376,18.5,70.2,10083.764,11033.306,good
12,Guernsey,farm_beta,1,1098.729,23.1,51.0,10826.343,10237.132,good
12,Guernsey,farm_beta,2,1089.847,16.1,39.3,10099.409,10001.537,good
12,Guernsey,farm_beta,3,1075.43,23.5,36.3,10485.753,9039.537,good
12,Guernsey,farm_beta,4,1077.151,24.1,72.6,12254.442,11981.088,good
12,Guernsey,farm_beta,5,1060.264,21.5,42.8,10281.417,8981.523,good
12,Guernsey,farm_beta,6,1059.852,24.0,43.2,9389.502,9475.234,good
12,Guernsey,farm_beta,7,1060.988,15.3,56.2,9232.189,9747.937,good
12,Guernsey,farm_beta,8,1036.647,16.8,68.4,10554.902,10326.696,good
12,Guernsey,farm_beta,9,1037.423,22.6,35.9,10323.613,8939.995,good
12,Guernsey,farm_beta,10,1021.735,16.3,69.8,10094.422,11511.249,good
12,Guernsey,farm_beta,11,1015.503,21.2,57.9,11242.673,11296.26,good
12,Guernsey,farm_beta,12,1028.675,20.6,65.6,10090.583,11881.72,good
12,Guernsey,farm_beta,13,1009.546,19.6,49.1,10534.743,9629.211,good
12,Guernsey,farm_beta,14,1008.232,19.6,74.9,11833.094,11943.737,good
12,Guernsey,farm_beta,15,1005.321,20.6,37.8,9977.658,8882.032,good
12,Guernsey,farm_beta,16,1005.946,16.2,43.8,9761.018,9855.681,good
12,Guernsey,farm_beta,17,1005.798,23.7,31.5,8727.598,9131.615,good
12,Guernsey,farm_beta,18,1000.238,17.4,56.7,10282.05,10711.839,good
12,Guernsey,farm_beta,19,993.39,19.1,52.0,9737.589,9489.04,good
12,Guernsey,farm_beta,20,1007.004,22.8,64.5,11170.369,11807.544,good
12,Guernsey,farm_beta,21,995.002,18.8,69.3,11416.493,11530.915,good
12,Guernsey,farm_beta,22,980.596,20.1,56.9,9496.774,9472.22,good
12,Guernsey,farm_beta,23,967.849,21.2,45.3,10720.226,9558.457,good
12,Guernsey,farm_beta,24,935.621,23.2,52.0,10654.779,9734.105,good
12,Guernsey,farm_beta,25,941.931,21.2,53.6,10044.387,10897.748,good
12,Guernsey,farm_beta,26,931.392,20.7,50.3,10695.1,9173.305,good
12,Guernsey,farm_beta,27,932.216,15.9,59.5,9453.535,10974.324,good
12,Guernsey,farm_beta,28,924.23,21.1,74.7,10664.04,10759.086,good
12,Guernsey,farm_beta,29,935.228,16.4,74.8,11370.124,11303.829,good
12,Guernsey,farm_beta,30,918.769,20.8,73.5,12168.208,11189.258,good
12,Guernsey,farm_beta,31,915.386,20.8,63.1,10067.381,10116.754,good
12,Guernsey,farm_beta,32,894.649,20.9,69.4,10541.354,11246.483,good
12,Guernsey,farm_beta,33,873.624,20.1,38.1,10320.116,9248.747,good
12,Guernsey,farm_beta,34,870.999,15.3,72.6,10198.27,10775.674,good
12,Guernsey,farm_beta,35,875.71,16.3,34.2,9007.582,8327.655,good
12,Guernsey,farm_beta,36,870.172,19.7,33.9,8594.268,8266.476,good
12,Guernsey,farm_beta,37,864.959,23.9,53.6,11422.881,11323.62,good
12,Guernsey,farm_beta,38,862.255,19.1,40.9,9219.323,9836.35,good
12,Guernsey,farm_beta,39,861.821,24.8,79.9,11810.999,11276.964,good
12,Guernsey,farm_beta,40,827.447,16.4,62.8,9542.611,9338.155,good
12,Guernsey,farm_beta,41,818.049,21.5,68.8,10294.2,10196.737,good
13,Holstein,farm_beta,0,1185.163,22.0,45.4,20662.576,22498.631,good
13,Holstein,farm_beta,1,1189.908,17.0,72.1,22812.126,21909.534,good
13,Holstein,farm_beta,2,1163.073,22.6,75.7,23735.185,22639.365,good
13,Holstein,farm_beta,3,1150.459,17.0,42.7,20389.818,20566.22,good
13,Holstein,farm_beta,4,1129.152,21.2,39.5,20954.7,20153.756,good
13,Holstein,farm_beta,5,1117.108,15.1,71.7,22934.193,23009.25,good
13,Holstein,farm_beta,6,1134.156,16.1,78.4,22938.08,22356.845,good
13,Holstein,farm_beta,7,1122.099,16.2,67.3,22399.787,22525.2,good
13,Holstein,farm_beta,8,1124.295,15.3,61.5,20612.534,21632.444,good
13,Holstein,farm_beta,9,1127.649,18.2,51.6,20570.221,21799.429,good
13,Holstein,farm_beta,10,1106.838,24.4,41.2,22177.048,21052.226,good
13,Holstein,farm_beta,11,1089.254,19.7,76.2,23679.67,23027.42,good
13,Holstein,farm_beta,12,1093.902,22.8,69.2,22453.49,23571.232,good
13,Holstein,farm_beta,13,1076.347,17.8,61.0,22637.664,22204.826,good
13,Holstein,farm_beta,14,1085.127,16.2,70.3,22777.792,21614.388,good
13,Holstein,farm_beta,15,1098.776,19.1,31.6,19946.956,20074.412,good
13,Holstein,farm_beta,16,1087.19,22.9,70.7,23500.765,22351.262,good
13,Holstein,farm_beta,17,1080.077,16.0,58.6,21896.72,22073.336,good
13,Holstein,farm_beta,18,1042.307,20.2,76.5,22142.261,23376.417,good
13,Holstein,farm_beta,19,1020.131,23.8,50.4,21034.13,21524.509,good
13,Holstein,farm_beta,20,986.153,20.9,68.1,21546.382,21854.555,good
13,Holstein,farm_beta,21,960.413,22.2,65.2,22437.624,22770.926,good
13,Holstein,farm_beta,22,953.789,15.6,68.5,21828.443,21137.074,good
13,Holstein,farm_beta,23,927.259,18.1,67.9,21610.018,22159.429,good
13,Holstein,farm_beta,24,913.382,16.4,70.9,21843.885,22485.635,good
13,Holstein,farm_beta,25,918.312,22.3,58.8,22519.984,22670.915,good
13,Holstein,farm_beta,26,891.466,19.9,40.0,19746.189,21477.904,good
13,Holstein,farm_beta,27,886.261,19.2,53.4,21127.854,21930.313,good
13,Holstein,farm_beta,28,885.787,21.3,61.4,21859.907,21291.048,good
13,Holstein,farm_beta,29,889.574,18.7,32.4,21059.759,19931.855,good
13,Holstein,farm_beta,30,873.95,16.2,76.2,21982.096,22579.101,good
13,Holstein,farm_beta,31,884.799,20.9,45.7,21529.496,21444.35,good
13,Holstein,farm_beta,32,881.927,21.7,79.7,23580.646,23388.521,good
13,Holstein,farm_beta,33,864.749,17.4,30.5,20854.646,20822.006,good
13,Holstein,farm_beta,34,830.314,20.6,33.0,20536.715,20765.621,good
13,Holstein,farm_beta,35,803.231,20.9,65.6,21008.666,22598.375,good
13,Holstein,farm_beta,36,799.88,17.8,33.9,20366.398,20272.812,good
13,Holstein,farm_beta,37,791.045,17.6,34.2,19988.658,19098.157,good
13,Holstein,farm_beta,38,785.414,21.0,77.5,22367.836,22495.335,good
13,Holstein,farm_beta,39,791.73,19.7,66.2,22030.009,22641.186,good
13,Holstein,farm_beta,40,788.326,21.2,54.2,21491.561,21782.872,good
13,Holstein,farm_beta,41,781.728,15.4,71.0,20939.596,21463.932,good
14,Guernsey,farm_beta,0,1097.12,20.1,58.8,10423.475,10484.225,good
14,Guernsey,farm_beta,1,1085.548,20.9,66.8,11382.051,10735.415,good
14,Guernsey,farm_beta,2,1063.826,21.8,62.5,10077.163,10244.887,good
14,Guernsey,farm_beta,3,1048.245,18.8,31.8,9816.221,9920.0,good
14,Guernsey,farm_beta,4,1037.559,18.1,69.5,10827.789,11530.77,good
14,Guernsey,farm_beta,5,1045.997,16.5,42.5,8797.805,9052.412,good
14,Guernsey,farm_beta,6,1023.959,20.6,79.9,12387.047,12543.776,good
14,Guernsey,farm_beta,7,1017.757,20.2,54.9,10926.8,11189.122,good
14,Guernsey,farm_beta,8,1000.053,19.5,70.0,11120.876,11561.016,good
14,Guernsey,farm_beta,9,1000.748,21.6,41.8,9730.264,9677.931,good
14,Guernsey,farm_beta,10,976.522,21.9,55.1,10317.401,10969.057,good
14,Guernsey,farm_beta,11,964.858,19.9,37.8,9046.877,9059.021,good
14,Guernsey,farm_beta,12,959.515,16.0,63.7,9596.068,11083.727,good
14,Guernsey,farm_beta,13,936.005,23.1,32.9,10478.38,9595.311,good
14,Guernsey,farm_beta,14,929.144,21.3,53.2,10104.359,9980.116,good
14,Guernsey,farm_beta,15,927.641,20.3,37.8,9253.926,8921.259,good
14,Guernsey,farm_beta,16,904.14,15.4,41.5,8137.534,8443.824,good
14,Guernsey,farm_beta,17,873.812,24.7,67.7,11325.406,11000.385,good
14,Guernsey,farm_beta,18,871.133,19.8,50.3,9265.878,9137.251,good
14,Guernsey,farm_beta,19,861.74,20.6,39.3,9228.866,10204.541,good
14,Guernsey,farm_beta,20,850.646,18.8,68.6,10257.375,11158.745,good
14,Guernsey,farm_beta,21,810.99,24.5,65.3,10881.249,10260.711,good
14,Guernsey,farm_beta,22,823.649,20.9,30.9,8999.547,9084.524,good
14,Guernsey,farm_beta,23,821.377,16.6,32.6,8891.29,8599.973,good
14,Guernsey,farm_beta,24,817.031,17.1,37.6,9279.79,8871.82,good
14,Guernsey,farm_beta,25,812.732,17.3,68.5,10309.827,11501.464,good
14,Guernsey,farm_beta,26,795.526,15.4,73.6,10879.261,9861.477,good
14,Guernsey,farm_beta,27,775.963,21.6,43.6,9919.113,10280.697,good
14,Guernsey,farm_beta,28,766.789,22.8,66.9,10210.459,11817.746,good
14,Guernsey,farm_beta,29,759.92,20.6,56.3,10742.718,11109.806,good
14,Guernsey,farm_beta,30,750.606,23.9,35.4,9184.247,9864.957,good
14,Guernsey,farm_beta,31,733.25,20.9,63.6,10332.278,10930.844,good
14,Guernsey,farm_beta,32,717.554,20.1,32.2,8488.729,9075.545,good
14,Guernsey,farm_beta,33,725.199,21.2,73.4,11424.992,11570.975,good
14,Guernsey,farm_beta,34,704.562,23.9,57.8,9830.282,11349.62,good
14,Guernsey,farm_beta,35,699.321,16.0,49.5,9200.567,9167.721,good
14,Guernsey,farm_beta,36,709.593,17.3,69.6,11323.432,10734.458,good
14,Guernsey,farm_beta,37,710.282,24.6,57.0,10911.615,11561.105,good
14,Guernsey,farm_beta,38,688.818,20.8,77.4,11073.846,11381.429,good
14,Guernsey,farm_beta,39,666.842,15.4,50.6,8554.595,10147.974,good
14,Guernsey,farm_beta,40,629.033,23.3,41.5,9448.467,9457.173,good
14,Guernsey,farm_beta,41,620.303,23.4,37.9,8464.395,9780.073,good
15,Guernsey,farm_beta,0,1082.669,15.5,55.0,10834.217,10134.997,good
15,Guernsey,farm_beta,1,1060.461,17.5,71.5,10455.754,11500.367,good
15,Guernsey,farm_beta,2,1059.873,16.6,70.6,11783.285,9990.042,good
15,Guernsey,farm_beta,3,1044.931,19.2,78.5,10878.527,10866.312,good
15,Guernsey,farm_beta,4,1053.617,21.9,47.6,9453.616,9949.334,good
15,Guernsey,farm_beta,5,1032.122,18.8,44.3,8957.716,10669.587,good
15,Guernsey,farm_beta,6,1008.368,24.4,68.5,11166.32,10512.724,good
15,Guernsey,farm_beta,7,982.408,18.9,67.0,11467.899,11230.596,good
15,Guernsey,farm_beta,8,975.651,20.7,42.8,10149.84,10484.158,good
15,Guernsey,farm_beta,9,958.211,22.9,36.9,9822.511,10276.063,good
15,Guernsey,farm_beta,10,957.205,19.9,76.6,11653.51,12177.904,good
15,Guernsey,farm_beta,11,958.379,19.7,32.8,9511.439,9454.411,good
15,Guernsey,farm_beta,12,956.399,24.9,33.9,10070.383,9526.23,good
15,Guernsey,farm_beta,13,955.926,23.7,31.0,10235.204,9216.987,good
15,Guernsey,farm_beta,14,962.537,18.5,55.9,10156.668,10819.122,good
15,Guernsey,farm_beta,15,961.702,18.9,77.9,12289.35,10453.902,good
15,Guernsey,farm_beta,16,958.717,15.7,53.7,9677.056,9907.505,good
15,Guernsey,farm_beta,17,937.71,24.8,40.3,10746.289,10719.926,good
15,Guernsey,farm_beta,18,930.47,21.6,33.4,9506.455,10175.349,good
15,Guernsey,farm_beta,19,928.673,24.7,44.9,10060.464,10777.184,good
15,Guernsey,farm_beta,20,936.272,23.8,60.8,10088.171,10483.954,good
15,Guernsey,farm_beta,21,918.688,17.4,67.3,10872.408,10787.561,good
15,Guernsey,farm_beta,22,914.781,16.7,56.4,10545.646,9849.98,good
15,Guernsey,farm_beta,23,888.201,19.9,77.9,11890.576,11252.317,good
15,Guernsey,farm_beta,24,875.185,22.4,49.3,11152.618,10900.621,good
15,Guernsey,farm_beta,25,880.041,24.8,43.6,10545.38,9478.905,good
15,Guernsey,farm_beta,26,854.01,19.1,78.1,10812.341,11246.577,good
15,Guernsey,farm_beta,27,870.879,18.1,79.0,11710.608,10496.283,good
15,Guernsey,farm_beta,28,855.103,24.5,46.4,11126.613,10265.725,good
15,Guernsey,farm_beta,29,857.867,15.6,48.8,9913.71,9693.083,good
15,Guernsey,farm_beta,30,856.918,17.7,46.2,9709.401,9694.105,good
15,Guernsey,farm_beta,31,860.458,18.9,52.0,9718.353,9053.291,good
15,Guernsey,farm_beta,32,835.347,20.1,55.4,10200.025,9959.703,good
15,Guernsey,farm_beta,33,838.267,17.1,35.7,9869.476,8073.043,good
15,Guernsey,farm_beta,34,820.6,19.4,76.5,11846.124,11505.681,good
15,Guernsey,farm_beta,35,821.141,23.6,69.3,11453.653,11174.388,good
15,Guernsey,farm_beta,36,815.981,17.2,57.0,10932.049,10366.614,good
15,Guernsey,farm_beta,37,809.409,22.1,59.5,10267.815,9648.243,good
15,Guernsey,farm_beta,38,785.691,23.6,78.7,11890.665,10989.76,good
15,Guernsey,farm_beta,39,772.26,18.7,57.8,9812.46,9598.257,good
15,Guernsey,farm_beta,40,746.298,18.6,43.5,8696.694,8763.027,good
15,Guernsey,farm_beta,41,744.796,17.6,50.0,10174.458,10545.396,good
16,Jersey,farm_beta,0,965.922,15.7,60.9,11336.917,10371.18,good
16,Jersey,farm_beta,1,962.713,19.7,59.7,11027.648,12029.772,good
16,Jersey,farm_beta,2,953.519,24.6,49.4,12214.669,11402.555,good
16,Jersey,farm_beta,3,939.372,24.3,62.1,11437.339,12308.744,good
16,Jersey,farm_beta,4,952.472,24.0,77.1,12332.617,11772.542,good
16,Jersey,farm_beta,5,930.934,19.0,61.7,11911.018,11656.984,good
16,Jersey,farm_beta,6,925.869,25.0,50.6,11451.732,12331.482,good
16,Jersey,farm_beta,7,909.457,16.6,75.4,11864.398,10916.598,good
16,Jersey,farm_beta,8,895.448,23.6,58.1,12428.04,11616.675,good
16,Jersey,farm_beta,9,902.495,15.4,73.0,11764.45,12464.122,good
16,Jersey,farm_beta,10,876.732,23.1,35.5,11337.27,11339.348,good
16,Jersey,farm_beta,11,863.196,22.7,51.4,11662.047,10452.677,good
16,Jersey,farm_beta,12,860.615,24.8,73.7,13142.134,11913.4,good
16,Jersey,farm_beta,13,838.21,17.8,35.4,10246.912,10843.753,good
16,Jersey,farm_beta,14,831.064,15.4,60.2,10987.367,11247.783,good
16,Jersey,farm_beta,15,816.893,15.7,77.1,11396.287,11630.247,good
16,Jersey,farm_beta,16,816.16,17.8,33.2,10412.367,8969.683,good
16,Jersey,farm_beta,17,790.31,18.0,38.6,10645.274,10274.285,good
16,Jersey,farm_beta,18,789.925,21.6,34.3,9859.149,9601.516,good
16,Jersey,farm_beta,19,781.999,19.0,63.9,11024.96,10631.962,good
16,Jersey,farm_beta,20,760.972,17.0,59.4,10396.645,10286.781,good
16,Jersey,farm_beta,21,750.54,21.2,47.8,10806.159,10030.565,good
16,Jersey,farm_beta,22,737.48,17.4,56.7,10162.363,10009.594,good
16,Jersey,farm_beta,23,734.562,24.7,55.7,10991.354,11377.966,good
16,Jersey,farm_beta,24,751.092,24.6,58.4,11739.447,12432.778,good
16,Jersey,farm_beta,25,747.42,18.6,39.1,9962.136,10890.63,good
16,Jersey,farm_beta,26,729.901,19.6,40.1,10414.461,10938.382,good
16,Jersey,farm_beta,27,714.726,16.2,39.3,8820.334,8810.115,good
16,Jersey,farm_beta,28,707.212,18.4,41.1,9691.914,9754.281,good
16,Jersey,farm_beta,29,690.962,19.1,32.4,8726.104,9566.054,good
16,Jersey,farm_beta,30,692.655,24.7,60.0,12426.518,12459.74,good
16,Jersey,farm_beta,31,680.659,21.9,76.4,12193.578,11512.664,good
16,Jersey,farm_beta,32,671.998,23.3,65.8,12589.803,11363.131,good
16,Jersey,farm_beta,33,670.316,18.6,45.1,11017.902,9653.14,good
16,Jersey,farm_beta,34,655.285,19.0,41.7,9685.91,10979.009,good
16,Jersey,farm_beta,35,623.648,16.2,74.3,11089.618,11500.496,good
16,Jersey,farm_beta,36,586.307,21.8,56.6,11321.049,10910.88,good
16,Jersey,farm_beta,37,565.821,18.4,50.3,10165.695,11201.908,good
16,Jersey,farm_beta,38,551.526,24.8,60.4,10855.518,11906.514,good
16,Jersey,farm_beta,39,535.992,19.5,71.2,10776.496,10686.744,good
16,Jersey,farm_beta,40,528.276,16.2,48.8,10335.352,9089.777,good
16,Jersey,farm_beta,41,505.269,22.4,75.3,12124.425,11694.815,good
17,Holstein,farm_beta,0,1180.433,15.6,72.7,22277.639,21987.527,good
17,Holstein,farm_beta,1,1162.794,22.7,33.7,21566.665,21435.755,good
17,Holstein,farm_beta,2,1151.205,17.8,34.8,20863.659,19642.227,good
17,Holstein,farm_beta,3,1126.843,23.6,50.2,22545.584,21922.681,good
17,Holstein,farm_beta,4,1119.94,23.7,46.1,21135.065,22210.455,good
17,Holstein,farm_beta,5,1117.857,20.5,30.5,20519.705,19897.668,good
17,Holstein,farm_beta,6,1092.28,23.6,71.8,22503.99,22117.579,good
17,Holstein,farm_beta,7,1091.915,22.5,62.5,22139.458,22785.643,good
17,Holstein,farm_beta,8,1069.833,22.9,65.0,21587.487,23395.94,good
17,Holstein,farm_beta,9,1039.913,24.0,67.7,22078.08,21770.434,good
17,Holstein,farm_beta,10,1039.428,20.8,46.4,21928.623,20919.109,good
17,Holstein,farm_beta,11,1015.397,18.0,38.7,20433.832,19870.508,good
17,Holstein,farm_beta,12,999.112,22.3,58.2,21985.682,21486.961,good
17,Holstein,farm_beta,13,991.63,22.5,69.4,23013.401,21718.442,good
17,Holstein,farm_beta,14,1002.806,22.0,77.4,22292.587,22128.641,good
17,Holstein,farm_beta,15,985.445,15.6,54.8,20370.884,20889.916,good
17,Holstein,farm_beta,16,977.142,24.8,37.0,20945.997,20517.464,good
17,Holstein,farm_beta,17,976.728,18.3,69.8,22113.687,21260.703,good
17,Holstein,farm_beta,18,955.757,15.9,46.3,20082.826,19845.275,good
17,Holstein,farm_beta,19,928.825,21.7,34.2,20476.446,20689.822,good
17,Holstein,farm_beta,20,908.201,17.5,65.0,20723.557,21026.063,good
17,Holstein,farm_beta,21,911.054,20.2,72.8,23023.959,23132.282,good
17,Holstein,farm_beta,22,902.79,21.3,30.8,20193.976,20539.796,good
17,Holstein,farm_beta,23,879.815,24.2,40.3,20288.943,21264.83,good
17,Holstein,farm_beta,24,892.607,17.6,37.4,21097.894,21076.474,good
17,Holstein,farm_beta,25,882.653,21.4,37.6,20933.429,21194.392,good
17,Holstein,farm_beta,26,867.754,20.6,33.2,20164.657,20216.399,good
17,Holstein,farm_beta,27,840.662,23.6,67.5,23103.523,22999.977,good
17,Holstein,farm_beta,28,819.361,21.9,64.1,22851.709,21530.111,good
17,Holstein,farm_beta,29,823.155,19.7,62.4,21336.185,22236.654,good
