ID,breed,farm_id,day,weight,temperature,humidity,production,health
11,Jersey,farm_alpha,28,3582.315,16.2,43.3,13595.096,productive
11,Jersey,farm_alpha,29,3661.962,20.0,69.5,14769.415,productive
11,Jersey,farm_alpha,29,3733.408,20.0,69.5,15281.77,productive
11,Jersey,farm_alpha,30,3820.979,19.5,73.9,14500.246,productive
11,Jersey,farm_alpha,30,3905.492,19.5,73.9,14447.362,productive
11,Jersey,farm_alpha,31,3966.08,17.7,71.8,15002.236,productive
11,Jersey,farm_alpha,31,3979.122,17.7,71.8,15088.087,productive
11,Jersey,farm_alpha,32,4042.662,19.8,40.5,12959.542,productive
11,Jersey,farm_alpha,32,4088.2,19.8,40.5,13418.714,productive
11,Jersey,farm_alpha,33,4117.923,15.1,58.3,14702.643,productive
11,Jersey,farm_alpha,33,4198.871,15.1,58.3,14918.821,productive
11,Jersey,farm_alpha,34,4218.916,23.4,56.7,14906.754,productive
11,Jersey,farm_alpha,34,4263.968,23.4,56.7,15476.919,productive
11,Jersey,farm_alpha,35,4278.544,18.8,40.5,13459.043,productive
11,Jersey,farm_alpha,35,4316.045,18.8,40.5,13573.765,productive
11,Jersey,farm_alpha,36,4322.142,19.1,61.2,14521.407,productive
11,Jersey,farm_alpha,36,4421.18,19.1,61.2,14082.312,productive
11,Jersey,farm_alpha,37,4515.85,23.4,32.3,14702.749,productive
11,Jersey,farm_alpha,37,4590.32,23.4,32.3,13700.255,productive
11,Jersey,farm_alpha,38,4608.706,15.2,34.0,14249.203,productive
11,Jersey,farm_alpha,38,4668.528,15.2,34.0,12629.979,productive
11,Jersey,farm_alpha,39,4739.237,22.3,40.5,13801.558,productive
11,Jersey,farm_alpha,39,4812.177,22.3,40.5,14688.602,productive
11,Jersey,farm_alpha,40,4911.574,16.6,53.8,14727.618,productive
11,Jersey,farm_alpha,40,4917.456,16.6,53.8,14278.63,productive
11,Jersey,farm_alpha,41,4936.103,18.5,69.9,14902.381,productive
11,Jersey,farm_alpha,41,5010.875,18.5,69.9,16401.748,productive
12,Guernsey,farm_alpha,0,1185.78,15.1,49.8,9646.555,unproductive
12,Guernsey,farm_alpha,0,1212.675,15.1,49.8,10067.266,unproductive
12,Guernsey,farm_alpha,1,1242.911,23.5,39.6,10977.816,productive
12,Guernsey,farm_alpha,1,1305.713,23.5,39.6,10888.22,productive
12,Guernsey,farm_alpha,2,1311.859,20.4,39.9,9121.578,unproductive
12,Guernsey,farm_alpha,2,1383.299,20.4,39.9,9457.728,unproductive
12,Guernsey,farm_alpha,3,1394.514,15.8,40.6,9493.978,unproductive
12,Guernsey,farm_alpha,3,1453.093,15.8,40.6,10419.58,unproductive
12,Guernsey,farm_alpha,4,1465.364,18.0,44.0,10900.642,productive
12,Guernsey,farm_alpha,4,1507.677,18.0,44.0,9563.561,unproductive
12,Guernsey,farm_alpha,5,1530.917,18.9,68.0,11907.416,productive
12,Guernsey,farm_alpha,5,1554.793,18.9,68.0,12182.829,productive
12,Guernsey,farm_alpha,6,1562.815,24.8,45.9,10042.247,unproductive
12,Guernsey,farm_alpha,6,1606.228,24.8,45.9,10070.253,unproductive
12,Guernsey,farm_alpha,7,1700.374,23.6,59.0,11067.643,productive
12,Guernsey,farm_alpha,7,1750.765,23.6,59.0,12063.656,productive
12,Guernsey,farm_alpha,8,1839.216,16.5,38.0,9353.039,unproductive
12,Guernsey,farm_alpha,8,1863.019,16.5,38.0,9942.794,unproductive
12,Guernsey,farm_alpha,9,1914.219,24.9,71.2,12071.646,productive
12,Guernsey,farm_alpha,9,1932.047,24.9,71.2,12371.902,productive
12,Guernsey,farm_alpha,10,1956.418,18.6,41.2,9976.561,unproductive
12,Guernsey,farm_alpha,10,2047.833,18.6,41.2,10187.372,unproductive
12,Guernsey,farm_alpha,11,2073.175,21.6,55.4,11440.046,productive
12,Guernsey,farm_alpha,11,2171.558,21.6,55.4,11220.58,productive
12,Guernsey,farm_alpha,12,2269.275,19.4,77.4,13496.664,productive
12,Guernsey,farm_alpha,12,2352.6,19.4,77.4,13221.113,productive
12,Guernsey,farm_alpha,13,2431.366,19.8,53.4,12207.244,productive
12,Guernsey,farm_alpha,13,2465.824,19.8,53.4,11313.895,productive
12,Guernsey,farm_alpha,14,2525.445,21.2,31.4,10874.027,productive
12,Guernsey,farm_alpha,14,2550.875,21.2,31.4,10389.85,unproductive
12,Guernsey,farm_alpha,15,2549.407,23.3,57.9,12371.553,productive
12,Guernsey,farm_alpha,15,2573.695,23.3,57.9,12105.682,productive
12,Guernsey,farm_alpha,16,2577.907,19.2,59.6,11917.139,productive
12,Guernsey,farm_alpha,16,2596.545,19.2,59.6,12544.502,productive
12,Guernsey,farm_alpha,17,2648.493,24.2,33.4,12223.427,productive
12,Guernsey,farm_alpha,17,2669.066,24.2,33.4,12451.766,productive
12,Guernsey,farm_alpha,18,2736.258,18.3,63.9,13479.264,productive
12,Guernsey,farm_alpha,18,2742.787,18.3,63.9,13292.213,productive
12,Guernsey,farm_alpha,19,2789.178,23.2,65.4,13963.288,productive
12,Guernsey,farm_alpha,19,2787.77,23.2,65.4,12527.349,productive
12,Guernsey,farm_alpha,20,2821.056,23.4,58.3,12854.895,productive
12,Guernsey,farm_alpha,20,2820.411,23.4,58.3,13170.574,productive
12,Guernsey,farm_alpha,21,2837.909,25.0,39.2,12642.118,productive
12,Guernsey,farm_alpha,21,2930.358,25.0,39.2,13139.624,productive
12,Guernsey,farm_alpha,22,3011.73,17.3,65.7,13352.277,productive
12,Guernsey,farm_alpha,22,3013.038,17.3,65.7,13016.146,productive
12,Guernsey,farm_alpha,23,3093.243,16.1,51.1,11166.724,productive
12,Guernsey,farm_alpha,23,3156.151,16.1,51.1,12414.66,productive
12,Guernsey,farm_alpha,24,3167.829,21.8,66.6,12683.064,productive
12,Guernsey,farm_alpha,24,3233.888,21.8,66.6,12859.326,productive
12,Guernsey,farm_alpha,25,3328.198,17.9,34.8,12648.957,productive
12,Guernsey,farm_alpha,25,3354.281,17.9,34.8,12486.124,productive
12,Guernsey,farm_alpha,26,3440.321,23.5,74.7,15155.852,productive
12,Guernsey,farm_alpha,26,3453.195,23.5,74.7,15360.654,productive
12,Guernsey,farm_alpha,27,3464.95,17.8,47.0,12756.094,productive
12,Guernsey,farm_alpha,27,3527.265,17.8,47.0,13459.185,productive
12,Guernsey,farm_alpha,28,3566.289,18.8,70.3,14292.449,productive
12,Guernsey,farm_alpha,28,3585.657,18.8,70.3,13519.109,productive
12,Guernsey,farm_alpha,29,3676.053,16.2,73.7,13607.436,productive
12,Guernsey,farm_alpha,29,3769.809,16.2,73.7,13332.066,productive
12,Guernsey,farm_alpha,30,3800.508,19.1,44.8,12183.317,productive
12,Guernsey,farm_alpha,30,3806.946,19.1,44.8,13197.88,productive
12,Guernsey,farm_alpha,31,3902.974,19.8,61.7,14805.1,productive
12,Guernsey,farm_alpha,31,3943.85,19.8,61.7,14323.748,productive
12,Guernsey,farm_alpha,32,4016.675,24.8,45.2,13341.007,productive
12,Guernsey,farm_alpha,32,4029.478,24.8,45.2,14068.071,productive
12,Guernsey,farm_alpha,33,4055.918,24.2,57.8,14545.036,productive
12,Guernsey,farm_alpha,33,4076.637,24.2,57.8,13968.088,productive
12,Guernsey,farm_alpha,34,4083.642,21.8,41.2,13485.842,productive
12,Guernsey,farm_alpha,34,4087.846,21.8,41.2,14139.191,productive
12,Guernsey,farm_alpha,35,4102.878,17.0,50.2,12626.428,productive
12,Guernsey,farm_alpha,35,4105.539,17.0,50.2,13744.966,productive
12,Guernsey,farm_alpha,36,4186.022,22.5,79.1,16269.414,productive
12,Guernsey,farm_alpha,36,4266.225,22.5,79.1,14922.051,productive
12,Guernsey,farm_alpha,37,4261.847,20.2,31.0,13504.108,productive
12,Guernsey,farm_alpha,37,4259.314,20.2,31.0,12215.587,productive
12,Guernsey,farm_alpha,38,4320.447,19.3,57.9,14764.234,productive
12,Guernsey,farm_alpha,38,4397.172,19.3,57.9,14577.766,productive
12,Guernsey,farm_alpha,39,4418.382,22.5,35.8,13434.979,productive
12,Guernsey,farm_alpha,39,4417.765,22.5,35.8,12849.315,productive
12,Guernsey,farm_alpha,40,4467.106,16.2,47.2,13250.2,productive
12,Guernsey,farm_alpha,40,4467.575,16.2,47.2,14283.884,productive
12,Guernsey,farm_alpha,41,4549.677,23.0,70.9,15504.943,productive
12,Guernsey,farm_alpha,41,4603.322,23.0,70.9,15082.504,productive
13,Jersey,farm_alpha,0,1023.826,15.0,35.0,10622.149,unproductive
13,Jersey,farm_alpha,0,1068.625,15.0,35.0,9021.313,unproductive
13,Jersey,farm_alpha,1,1139.907,23.2,37.7,11781.852,unproductive
13,Jersey,farm_alpha,1,1212.165,23.2,37.7,11202.69,unproductive
13,Jersey,farm_alpha,2,1241.073,22.6,72.7,12855.286,productive
13,Jersey,farm_alpha,2,1293.09,22.6,72.7,13490.37,productive
13,Jersey,farm_alpha,3,1337.392,15.9,35.1,10241.953,unproductive
13,Jersey,farm_alpha,3,1346.041,15.9,35.1,10260.109,unproductive
13,Jersey,farm_alpha,4,1416.665,15.7,66.5,11233.084,unproductive
13,Jersey,farm_alpha,4,1483.737,15.7,66.5,12793.408,productive
13,Jersey,farm_alpha,5,1509.342,18.6,45.4,10637.197,unproductive
13,Jersey,farm_alpha,5,1512.595,18.6,45.4,11282.285,unproductive
13,Jersey,farm_alpha,6,1514.061,21.8,30.8,10616.056,unproductive
13,Jersey,farm_alpha,6,1538.419,21.8,30.8,10866.624,unproductive
13,Jersey,farm_alpha,7,1592.201,23.9,53.4,12436.744,productive
13,Jersey,farm_alpha,7,1614.612,23.9,53.4,12847.879,productive
13,Jersey,farm_alpha,8,1616.863,15.8,65.0,12118.738,productive
13,Jersey,farm_alpha,8,1670.988,15.8,65.0,12580.484,productive
13,Jersey,farm_alpha,9,1752.544,16.3,78.2,11995.628,unproductive
13,Jersey,farm_alpha,9,1754.706,16.3,78.2,12819.725,productive
13,Jersey,farm_alpha,10,1790.854,23.1,50.7,12392.847,productive
13,Jersey,farm_alpha,10,1876.575,23.1,50.7,12583.773,productive
13,Jersey,farm_alpha,11,1953.194,15.9,66.0,11394.114,unproductive
13,Jersey,farm_alpha,11,1979.998,15.9,66.0,12098.049,productive
13,Jersey,farm_alpha,12,2075.566,23.6,58.3,13449.927,productive
13,Jersey,farm_alpha,12,2167.764,23.6,58.3,12165.485,productive
13,Jersey,farm_alpha,13,2186.913,21.8,59.4,13465.379,productive
13,Jersey,farm_alpha,13,2274.628,21.8,59.4,12579.874,productive
13,Jersey,farm_alpha,14,2284.402,21.7,58.2,11882.193,unproductive
13,Jersey,farm_alpha,14,2378.325,21.7,58.2,12427.493,productive
13,Jersey,farm_alpha,15,2464.266,15.1,32.1,11270.946,unproductive
13,Jersey,farm_alpha,15,2522.195,15.1,32.1,11730.457,unproductive
13,Jersey,farm_alpha,16,2575.793,19.2,64.2,13582.31,productive
13,Jersey,farm_alpha,16,2617.696,19.2,64.2,13803.744,productive
13,Jersey,farm_alpha,17,2618.758,21.3,61.1,13763.501,productive
13,Jersey,farm_alpha,17,2709.213,21.3,61.1,13391.825,productive
13,Jersey,farm_alpha,18,2755.701,19.4,53.4,12761.068,productive
13,Jersey,farm_alpha,18,2790.012,19.4,53.4,11905.284,unproductive
13,Jersey,farm_alpha,19,2854.66,19.2,52.2,13271.228,productive
13,Jersey,farm_alpha,19,2863.67,19.2,52.2,13534.138,productive
13,Jersey,farm_alpha,20,2906.627,20.2,40.4,11545.946,unproductive
13,Jersey,farm_alpha,20,2977.323,20.2,40.4,13369.39,productive
13,Jersey,farm_alpha,21,3013.38,24.0,62.3,13455.675,productive
13,Jersey,farm_alpha,21,3033.803,24.0,62.3,14325.553,productive
13,Jersey,farm_alpha,22,3092.004,22.8,51.0,13145.471,productive
13,Jersey,farm_alpha,22,3128.187,22.8,51.0,14167.294,productive
13,Jersey,farm_alpha,23,3180.644,20.0,38.2,13306.224,productive
13,Jersey,farm_alpha,23,3176.323,20.0,38.2,13462.725,productive
13,Jersey,farm_alpha,24,3207.896,17.1,32.0,12917.544,productive
13,Jersey,farm_alpha,24,3227.623,17.1,32.0,12708.679,productive
13,Jersey,farm_alpha,25,3243.515,22.3,60.0,13351.438,productive
13,Jersey,farm_alpha,25,3254.47,22.3,60.0,14637.272,productive
13,Jersey,farm_alpha,26,3261.706,22.7,50.4,14387.435,productive
13,Jersey,farm_alpha,26,3301.159,22.7,50.4,12978.381,productive
13,Jersey,farm_alpha,27,3322.818,24.4,72.5,14967.789,productive
13,Jersey,farm_alpha,27,3407.738,24.4,72.5,15941.204,productive
13,Jersey,farm_alpha,28,3422.99,22.7,37.6,13678.191,productive
13,Jersey,farm_alpha,28,3447.442,22.7,37.6,13214.182,productive
13,Jersey,farm_alpha,29,3503.982,15.3,56.8,13965.205,productive
13,Jersey,farm_alpha,29,3582.178,15.3,56.8,13098.747,productive
13,Jersey,farm_alpha,30,3681.497,19.3,57.3,13935.357,productive
13,Jersey,farm_alpha,30,3709.712,19.3,57.3,14142.083,productive
13,Jersey,farm_alpha,31,3707.503,18.8,53.0,14007.893,productive
13,Jersey,farm_alpha,31,3730.092,18.8,53.0,14361.194,productive
13,Jersey,farm_alpha,32,3814.77,16.8,63.1,14744.311,productive
13,Jersey,farm_alpha,32,3852.745,16.8,63.1,14167.258,productive
13,Jersey,farm_alpha,33,3914.887,21.7,34.6,12814.751,productive
13,Jersey,farm_alpha,33,3951.593,21.7,34.6,14098.478,productive
13,Jersey,farm_alpha,34,4016.594,15.3,47.4,13581.48,productive
13,Jersey,farm_alpha,34,4042.56,15.3,47.4,14156.953,productive
13,Jersey,farm_alpha,35,4133.465,24.4,67.1,16071.809,productive
13,Jersey,farm_alpha,35,4223.039,24.4,67.1,16376.892,productive
13,Jersey,farm_alpha,36,4286.536,24.4,44.1,13629.244,productive
13,Jersey,farm_alpha,36,4345.044,24.4,44.1,14694.034,productive
13,Jersey,farm_alpha,37,4438.558,23.2,36.2,14550.614,productive
13,Jersey,farm_alpha,37,4534.803,23.2,36.2,13853.882,productive
13,Jersey,farm_alpha,38,4530.556,16.6,40.2,14304.93,productive
13,Jersey,farm_alpha,38,4579.203,16.6,40.2,13832.905,productive
13,Jersey,farm_alpha,39,4663.418,23.2,51.3,14606.664,productive
13,Jersey,farm_alpha,39,4746.17,23.2,51.3,14436.719,productive
13,Jersey,farm_alpha,40,4763.687,21.8,31.6,14555.55,productive
13,Jersey,farm_alpha,40,4763.947,21.8,31.6,14446.842,productive
13,Jersey,farm_alpha,41,4843.7,16.1,63.4,14544.625,productive
13,Jersey,farm_alpha,41,4858.244,16.1,63.4,14294.925,productive
14,Jersey,farm_alpha,0,1077.016,24.8,35.6,10036.502,unproductive
14,Jersey,farm_alpha,0,1165.581,24.8,35.6,10876.564,unproductive
14,Jersey,farm_alpha,1,1162.747,23.6,55.5,11016.755,unproductive
14,Jersey,farm_alpha,1,1170.149,23.6,55.5,11701.561,unproductive
14,Jersey,farm_alpha,2,1172.459,17.8,61.8,10801.188,unproductive
14,Jersey,farm_alpha,2,1198.62,17.8,61.8,12229.819,productive
14,Jersey,farm_alpha,3,1239.053,23.5,57.0,12515.629,productive
14,Jersey,farm_alpha,3,1332.272,23.5,57.0,11121.825,unproductive
14,Jersey,farm_alpha,4,1339.978,16.1,56.2,11979.209,unproductive
14,Jersey,farm_alpha,4,1399.137,16.1,56.2,11012.548,unproductive
14,Jersey,farm_alpha,5,1478.849,23.1,73.9,13443.607,productive
14,Jersey,farm_alpha,5,1548.906,23.1,73.9,12942.629,productive
14,Jersey,farm_alpha,6,1570.004,23.2,44.0,12400.313,productive
14,Jersey,farm_alpha,6,1668.577,23.2,44.0,12256.022,productive
14,Jersey,farm_alpha,7,1745.427,19.0,34.0,11482.411,unproductive
14,Jersey,farm_alpha,7,1817.015,19.0,34.0,10127.673,unproductive
14,Jersey,farm_alpha,8,1835.389,20.8,56.6,13177.66,productive
14,Jersey,farm_alpha,8,1848.272,20.8,56.6,12345.138,productive
14,Jersey,farm_alpha,9,1935.524,23.3,73.3,12936.316,productive
14,Jersey,farm_alpha,9,2023.426,23.3,73.3,13238.096,productive
14,Jersey,farm_alpha,10,2104.367,21.1,78.5,12860.226,productive
14,Jersey,farm_alpha,10,2199.919,21.1,78.5,13802.248,productive
14,Jersey,farm_alpha,11,2287.561,21.6,49.0,11469.986,unproductive
14,Jersey,farm_alpha,11,2293.642,21.6,49.0,11956.102,unproductive
14,Jersey,farm_alpha,12,2297.162,18.2,44.1,12034.61,productive
14,Jersey,farm_alpha,12,2390.875,18.2,44.1,12430.678,productive
14,Jersey,farm_alpha,13,2422.439,20.2,33.3,11381.781,unproductive
14,Jersey,farm_alpha,13,2452.627,20.2,33.3,12207.778,productive
14,Jersey,farm_alpha,14,2523.901,23.8,69.3,13804.046,productive
14,Jersey,farm_alpha,14,2527.882,23.8,69.3,13233.017,productive
14,Jersey,farm_alpha,15,2527.574,20.6,62.1,12229.08,productive
14,Jersey,farm_alpha,15,2567.233,20.6,62.1,13535.909,productive
14,Jersey,farm_alpha,16,2573.517,19.1,77.5,12893.764,productive
14,Jersey,farm_alpha,16,2589.671,19.1,77.5,13579.599,productive
14,Jersey,farm_alpha,17,2657.746,18.1,36.0,11792.864,unproductive
14,Jersey,farm_alpha,17,2718.354,18.1,36.0,11852.854,unproductive
14,Jersey,farm_alpha,18,2713.832,20.9,74.0,14716.232,productive
14,Jersey,farm_alpha,18,2780.807,20.9,74.0,14299.714,productive
14,Jersey,farm_alpha,19,2782.204,23.9,72.3,13682.493,productive
14,Jersey,farm_alpha,19,2806.641,23.9,72.3,14063.469,productive
14,Jersey,farm_alpha,20,2865.129,21.1,40.4,11901.838,unproductive
14,Jersey,farm_alpha,20,2923.132,21.1,40.4,11686.02,unproductive
14,Jersey,farm_alpha,21,2988.579,17.0,48.1,13400.266,productive
14,Jersey,farm_alpha,21,3046.355,17.0,48.1,12754.175,productive
14,Jersey,farm_alpha,22,3063.149,21.9,59.0,14590.733,productive
14,Jersey,farm_alpha,22,3127.761,21.9,59.0,14678.219,productive
14,Jersey,farm_alpha,23,3219.566,15.4,47.7,12069.225,productive
14,Jersey,farm_alpha,23,3315.013,15.4,47.7,13238.988,productive
14,Jersey,farm_alpha,24,3332.649,20.3,33.4,11995.846,unproductive
14,Jersey,farm_alpha,24,3387.124,20.3,33.4,12392.623,productive
14,Jersey,farm_alpha,25,3384.748,17.3,35.1,13296.288,productive
14,Jersey,farm_alpha,25,3447.06,17.3,35.1,13269.126,productive
14,Jersey,farm_alpha,26,3453.377,18.9,49.3,13445.653,productive
14,Jersey,farm_alpha,26,3495.983,18.9,49.3,13340.567,productive
14,Jersey,farm_alpha,27,3536.359,19.8,73.2,14780.666,productive
14,Jersey,farm_alpha,27,3633.206,19.8,73.2,15610.593,productive
14,Jersey,farm_alpha,28,3662.186,20.0,36.0,13031.231,productive
14,Jersey,farm_alpha,28,3692.267,20.0,36.0,12109.497,productive
14,Jersey,farm_alpha,29,3775.356,21.2,60.1,14412.925,productive
14,Jersey,farm_alpha,29,3785.158,21.2,60.1,14632.025,productive
14,Jersey,farm_alpha,30,3857.176,22.2,46.7,13591.55,productive
14,Jersey,farm_alpha,30,3947.913,22.2,46.7,14247.24,productive
14,Jersey,farm_alpha,31,4006.677,22.3,38.8,14482.926,productive
14,Jersey,farm_alpha,31,4006.234,22.3,38.8,14178.464,productive
14,Jersey,farm_alpha,32,4069.589,17.4,65.6,14921.006,productive
14,Jersey,farm_alpha,32,4124.971,17.4,65.6,14782.391,productive
14,Jersey,farm_alpha,33,4166.248,17.0,75.7,15518.487,productive
14,Jersey,farm_alpha,33,4206.005,17.0,75.7,15757.821,productive
14,Jersey,farm_alpha,34,4245.31,23.0,57.8,15654.737,productive
14,Jersey,farm_alpha,34,4291.932,23.0,57.8,14826.394,productive
14,Jersey,farm_alpha,35,4387.584,19.0,64.5,14322.498,productive
14,Jersey,farm_alpha,35,4424.668,19.0,64.5,15463.467,productive
14,Jersey,farm_alpha,36,4519.895,22.0,72.5,16395.253,productive
14,Jersey,farm_alpha,36,4599.226,22.0,72.5,15345.034,productive
14,Jersey,farm_alpha,37,4631.489,22.6,38.5,13700.442,productive
14,Jersey,farm_alpha,37,4633.698,22.6,38.5,14396.44,productive
14,Jersey,farm_alpha,38,4723.574,18.0,30.0,13733.103,productive
14,Jersey,farm_alpha,38,4772.673,18.0,30.0,13702.063,productive
14,Jersey,farm_alpha,39,4844.79,22.4,57.8,16271.357,productive
14,Jersey,farm_alpha,39,4932.46,22.4,57.8,14946.364,productive
14,Jersey,farm_alpha,40,5025.188,17.0,34.5,14786.188,productive
14,Jersey,farm_alpha,40,5091.404,17.0,34.5,13642.537,productive
14,Jersey,farm_alpha,41,5173.327,17.4,40.9,14275.755,productive
14,Jersey,farm_alpha,41,5244.281,17.4,40.9,14650.177,productive
15,Guernsey,farm_alpha,0,1177.408,15.9,75.0,10766.497,unproductive
15,Guernsey,farm_alpha,0,1189.591,15.9,75.0,10415.785,unproductive
15,Guernsey,farm_alpha,1,1193.568,23.5,38.5,9224.952,unproductive
15,Guernsey,farm_alpha,1,1247.255,23.5,38.5,9429.357,unproductive
15,Guernsey,farm_alpha,2,1271.721,17.7,68.9,11084.029,productive
15,Guernsey,farm_alpha,2,1273.051,17.7,68.9,10989.027,productive
15,Guernsey,farm_alpha,3,1320.559,20.5,72.3,12097.303,productive
15,Guernsey,farm_alpha,3,1360.111,20.5,72.3,12381.909,productive
15,Guernsey,farm_alpha,4,1362.313,24.2,57.7,11717.228,productive
15,Guernsey,farm_alpha,4,1417.086,24.2,57.7,10771.26,unproductive
15,Guernsey,farm_alpha,5,1499.718,18.1,44.7,10782.484,unproductive
15,Guernsey,farm_alpha,5,1597.687,18.1,44.7,11130.588,productive
15,Guernsey,farm_alpha,6,1670.91,24.3,47.7,10748.661,unproductive
15,Guernsey,farm_alpha,6,1770.327,24.3,47.7,11030.978,productive
15,Guernsey,farm_alpha,7,1823.574,16.3,41.6,10719.794,unproductive
15,Guernsey,farm_alpha,7,1910.758,16.3,41.6,9597.969,unproductive
15,Guernsey,farm_alpha,8,1929.936,19.6,56.1,11819.102,productive
15,Guernsey,farm_alpha,8,2011.511,19.6,56.1,10953.281,productive
15,Guernsey,farm_alpha,9,2020.324,23.6,47.1,10688.421,unproductive
15,Guernsey,farm_alpha,9,2051.984,23.6,47.1,11716.313,productive
15,Guernsey,farm_alpha,10,2122.072,19.2,57.8,11185.768,productive
15,Guernsey,farm_alpha,10,2155.518,19.2,57.8,12468.303,productive
15,Guernsey,farm_alpha,11,2217.263,21.1,56.8,11502.523,productive
15,Guernsey,farm_alpha,11,2221.374,21.1,56.8,11559.73,productive
15,Guernsey,farm_alpha,12,2221.496,16.3,48.8,11171.351,productive
15,Guernsey,farm_alpha,12,2257.646,16.3,48.8,10168.132,unproductive
15,Guernsey,farm_alpha,13,2315.852,23.3,60.6,12050.86,productive
15,Guernsey,farm_alpha,13,2407.847,23.3,60.6,11511.439,productive
15,Guernsey,farm_alpha,14,2470.882,15.5,75.5,13514.028,productive
15,Guernsey,farm_alpha,14,2483.853,15.5,75.5,11788.098,productive
15,Guernsey,farm_alpha,15,2560.439,22.2,49.5,11512.257,productive
15,Guernsey,farm_alpha,15,2561.42,22.2,49.5,11190.422,productive
15,Guernsey,farm_alpha,16,2588.812,20.9,46.4,12662.343,productive
15,Guernsey,farm_alpha,16,2610.95,20.9,46.4,11853.944,productive
15,Guernsey,farm_alpha,17,2682.579,16.9,47.9,12244.166,productive
15,Guernsey,farm_alpha,17,2763.716,16.9,47.9,11613.096,productive
15,Guernsey,farm_alpha,18,2832.649,21.7,51.7,12048.027,productive
15,Guernsey,farm_alpha,18,2921.977,21.7,51.7,12621.448,productive
15,Guernsey,farm_alpha,19,2920.665,21.8,36.5,12607.955,productive
15,Guernsey,farm_alpha,19,2927.611,21.8,36.5,11875.71,productive
15,Guernsey,farm_alpha,20,2972.065,16.8,48.3,11557.217,productive
15,Guernsey,farm_alpha,20,3033.922,16.8,48.3,12011.146,productive
15,Guernsey,farm_alpha,21,3059.342,17.9,40.3,10707.466,unproductive
15,Guernsey,farm_alpha,21,3071.787,17.9,40.3,10690.499,unproductive
15,Guernsey,farm_alpha,22,3141.827,18.3,52.7,12257.738,productive
15,Guernsey,farm_alpha,22,3175.248,18.3,52.7,12497.287,productive
15,Guernsey,farm_alpha,23,3191.009,15.6,59.8,12443.623,productive
15,Guernsey,farm_alpha,23,3230.727,15.6,59.8,12180.275,productive
15,Guernsey,farm_alpha,24,3299.343,24.1,40.5,12772.1,productive
15,Guernsey,farm_alpha,24,3306.309,24.1,40.5,12286.591,productive
15,Guernsey,farm_alpha,25,3337.286,15.9,79.8,13176.297,productive
15,Guernsey,farm_alpha,25,3400.278,15.9,79.8,13564.197,productive
15,Guernsey,farm_alpha,26,3459.215,16.7,40.0,12124.195,productive
15,Guernsey,farm_alpha,26,3541.897,16.7,40.0,12095.42,productive
15,Guernsey,farm_alpha,27,3539.45,21.4,48.9,12509.482,productive
15,Guernsey,farm_alpha,27,3587.868,21.4,48.9,12555.652,productive
15,Guernsey,farm_alpha,28,3650.944,16.3,42.9,12410.411,productive
15,Guernsey,farm_alpha,28,3672.521,16.3,42.9,13039.363,productive
15,Guernsey,farm_alpha,29,3734.62,23.9,51.7,12676.24,productive
15,Guernsey,farm_alpha,29,3762.889,23.9,51.7,14530.074,productive
15,Guernsey,farm_alpha,30,3809.936,22.5,66.8,13708.17,productive
15,Guernsey,farm_alpha,30,3881.647,22.5,66.8,14664.549,productive
15,Guernsey,farm_alpha,31,3956.267,19.1,45.4,12197.617,productive
15,Guernsey,farm_alpha,31,3972.712,19.1,45.4,12216.864,productive
15,Guernsey,farm_alpha,32,4059.564,24.8,67.5,15330.587,productive
15,Guernsey,farm_alpha,32,4065.097,24.8,67.5,14761.501,productive
15,Guernsey,farm_alpha,33,4062.602,15.2,70.4,13815.417,productive
15,Guernsey,farm_alpha,33,4072.834,15.2,70.4,13503.31,productive
15,Guernsey,farm_alpha,34,4152.132,24.5,74.7,14265.128,productive
15,Guernsey,farm_alpha,34,4171.791,24.5,74.7,16121.17,productive
15,Guernsey,farm_alpha,35,4229.247,17.7,49.6,12946.908,productive
15,Guernsey,farm_alpha,35,4275.767,17.7,49.6,12889.802,productive
15,Guernsey,farm_alpha,36,4277.445,20.1,77.9,15245.998,productive
15,Guernsey,farm_alpha,36,4295.829,20.1,77.9,14648.345,productive
15,Guernsey,farm_alpha,37,4385.43,20.1,68.2,15326.173,productive
15,Guernsey,farm_alpha,37,4413.293,20.1,68.2,15024.665,productive
15,Guernsey,farm_alpha,38,4498.485,17.5,34.3,13100.579,productive
15,Guernsey,farm_alpha,38,4544.541,17.5,34.3,12324.829,productive
15,Guernsey,farm_alpha,39,4569.551,22.8,74.1,15484.999,productive
15,Guernsey,farm_alpha,39,4624.54,22.8,74.1,15182.92,productive
15,Guernsey,farm_alpha,40,4703.502,16.5,31.6,12000.508,productive
15,Guernsey,farm_alpha,40,4706.087,16.5,31.6,11961.562,productive
15,Guernsey,farm_alpha,41,4766.247,19.0,61.5,14590.136,productive
15,Guernsey,farm_alpha,41,4808.806,19.0,61.5,14824.52,productive
16,Jersey,farm_alpha,0,1083.083,20.4,66.1,11213.778,unproductive
16,Jersey,farm_alpha,0,1088.874,20.4,66.1,12228.632,productive
16,Jersey,farm_alpha,1,1183.267,17.6,37.5,9650.783,unproductive
16,Jersey,farm_alpha,1,1267.671,17.6,37.5,10487.443,unproductive
16,Jersey,farm_alpha,2,1269.277,21.6,50.3,11927.074,unproductive
16,Jersey,farm_alpha,2,1336.519,21.6,50.3,11829.199,unproductive
