cow_id,farm_id,day,hour,steps,temperature,humidity
15,1,2,22,134,15.9,62.9
15,1,2,23,86,15.8,62.0
15,1,3,0,103,23.9,71.2
15,1,3,1,184,16.6,57.2
15,1,3,2,150,22.2,66.8
15,1,3,3,186,21.8,31.7
15,1,3,4,130,21.2,46.5
15,1,3,5,88,20.0,33.4
15,1,3,6,190,18.7,79.0
15,1,3,7,80,23.5,62.4
15,1,3,8,127,21.0,42.4
15,1,3,9,166,19.5,59.8
15,1,3,10,123,16.9,75.4
15,1,3,11,119,19.3,50.7
15,1,3,12,127,21.6,52.9
15,1,3,13,63,17.5,55.5
15,1,3,14,121,24.8,69.0
15,1,3,15,96,21.4,66.3
15,1,3,16,132,16.1,49.3
15,1,3,17,59,23.3,52.5
15,1,3,18,87,17.0,46.6
15,1,3,19,115,20.1,63.2
15,1,3,20,94,19.6,43.5
15,1,3,21,70,18.0,60.0
15,1,3,22,196,24.3,47.0
15,1,3,23,149,17.7,73.0
15,1,4,0,59,20.6,35.0
15,1,4,1,90,24.6,43.0
15,1,4,2,52,19.9,63.8
15,1,4,3,94,18.1,76.2
15,1,4,4,103,19.2,31.7
15,1,4,5,186,18.9,75.5
15,1,4,6,114,17.3,43.0
15,1,4,7,176,23.3,68.4
15,1,4,8,146,22.8,53.4
15,1,4,9,129,17.4,59.0
15,1,4,10,93,18.6,59.8
15,1,4,11,73,24.3,61.1
15,1,4,12,186,16.0,54.3
15,1,4,13,200,19.2,78.4
15,1,4,14,81,18.9,75.2
15,1,4,15,68,19.0,73.7
15,1,4,16,63,22.1,78.2
15,1,4,17,183,18.0,58.8
15,1,4,18,174,24.6,78.5
15,1,4,19,158,17.3,68.2
15,1,4,20,113,24.7,70.5
15,1,4,21,116,16.4,38.6
15,1,4,22,73,23.0,71.3
15,1,4,23,181,16.6,55.4
15,1,5,0,58,17.0,62.7
15,1,5,1,77,21.7,64.2
15,1,5,2,176,16.2,45.6
15,1,5,3,75,16.4,50.5
15,1,5,4,66,19.1,35.6
15,1,5,5,175,18.1,59.2
15,1,5,6,64,20.7,77.5
15,1,5,7,166,18.3,59.8
15,1,5,8,199,15.8,36.2
15,1,5,9,134,15.4,75.7
15,1,5,10,148,19.4,53.4
15,1,5,11,76,22.2,56.1
15,1,5,12,158,23.7,31.5
15,1,5,13,81,15.7,41.6
15,1,5,14,126,16.7,50.3
15,1,5,15,53,22.1,46.8
15,1,5,16,88,20.5,40.1
15,1,5,17,84,21.3,35.9
15,1,5,18,164,18.4,66.3
15,1,5,19,150,21.9,61.6
15,1,5,20,95,18.9,74.4
15,1,5,21,93,16.6,30.4
15,1,5,22,170,22.5,35.5
15,1,5,23,173,21.8,78.9
15,1,6,0,87,16.4,68.8
15,1,6,1,178,17.7,52.2
15,1,6,2,134,20.2,31.2
15,1,6,3,177,16.8,57.7
15,1,6,4,65,15.4,56.8
15,1,6,5,104,20.5,48.5
15,1,6,6,69,19.4,68.3
15,1,6,7,189,18.9,49.9
15,1,6,8,157,16.0,62.3
15,1,6,9,175,18.2,69.6
15,1,6,10,110,24.0,33.6
15,1,6,11,90,20.2,55.2
15,1,6,12,188,21.7,78.5
15,1,6,13,187,18.1,68.7
15,1,6,14,51,24.0,40.5
15,1,6,15,76,23.6,45.0
15,1,6,16,62,16.7,41.2
15,1,6,17,165,15.8,46.0
15,1,6,18,64,19.9,53.3
15,1,6,19,132,18.8,74.1
15,1,6,20,195,19.9,45.3
15,1,6,21,78,19.2,35.6
15,1,6,22,174,24.6,59.4
15,1,6,23,50,23.0,45.3
15,1,7,0,61,23.3,73.3
15,1,7,1,110,19.5,38.6
15,1,7,2,171,18.5,54.7
15,1,7,3,85,17.0,35.2
15,1,7,4,123,18.7,41.7
15,1,7,5,129,19.1,69.2
15,1,7,6,118,17.8,57.6
15,1,7,7,199,18.4,39.7
15,1,7,8,131,23.0,71.3
15,1,7,9,134,24.7,63.2
15,1,7,10,146,22.9,61.7
15,1,7,11,98,15.4,40.7
15,1,7,12,173,20.0,46.5
15,1,7,13,165,17.0,37.2
15,1,7,14,152,16.2,46.3
15,1,7,15,165,19.3,38.5
15,1,7,16,135,20.5,55.3
15,1,7,17,55,16.0,67.2
15,1,7,18,107,16.6,63.7
15,1,7,19,71,20.7,36.9
15,1,7,20,74,24.7,63.2
15,1,7,21,114,24.4,53.5
15,1,7,22,188,19.7,51.2
15,1,7,23,81,18.1,60.0
15,1,8,0,147,20.1,59.3
15,1,8,1,106,21.6,42.9
15,1,8,2,162,19.7,72.2
15,1,8,3,146,20.3,70.9
15,1,8,4,73,17.3,62.6
15,1,8,5,98,23.4,59.1
15,1,8,6,96,22.4,41.4
15,1,8,7,84,23.9,56.8
15,1,8,8,146,18.4,64.2
15,1,8,9,55,16.2,39.4
15,1,8,10,132,24.7,62.9
15,1,8,11,183,23.0,61.2
15,1,8,12,126,19.0,46.0
15,1,8,13,152,24.3,64.9
15,1,8,14,146,15.4,73.6
15,1,8,15,66,17.7,76.1
15,1,8,16,193,16.0,61.5
15,1,8,17,140,22.0,36.4
15,1,8,18,99,21.8,30.9
15,1,8,19,117,19.9,45.0
15,1,8,20,93,18.6,61.8
15,1,8,21,183,16.6,52.6
15,1,8,22,141,22.2,36.1
15,1,8,23,198,18.5,55.5
15,1,9,0,200,16.6,57.9
15,1,9,1,86,20.9,48.1
15,1,9,2,159,23.3,53.3
15,1,9,3,110,21.4,54.5
15,1,9,4,164,16.7,31.1
15,1,9,5,144,24.7,37.3
15,1,9,6,98,16.1,67.3
15,1,9,7,168,21.9,59.4
15,1,9,8,165,23.3,64.4
15,1,9,9,197,22.6,68.2
15,1,9,10,51,21.1,64.9
15,1,9,11,123,19.5,38.9
15,1,9,12,140,22.9,39.8
15,1,9,13,140,16.3,72.7
15,1,9,14,63,23.7,78.3
15,1,9,15,121,23.4,47.8
15,1,9,16,53,20.9,59.9
15,1,9,17,112,23.6,33.3
15,1,9,18,157,15.2,72.3
15,1,9,19,113,16.9,76.9
15,1,9,20,105,23.2,75.0
15,1,9,21,153,19.8,42.9
15,1,9,22,159,19.1,59.5
15,1,9,23,73,22.6,46.1
15,1,10,0,71,18.4,55.5
15,1,10,1,78,23.1,76.3
15,1,10,2,145,22.5,44.8
15,1,10,3,117,20.3,46.1
15,1,10,4,155,19.5,36.9
15,1,10,5,130,15.0,47.6
15,1,10,6,140,19.8,64.3
15,1,10,7,70,21.2,53.5
15,1,10,8,71,21.1,79.2
15,1,10,9,140,23.4,31.2
15,1,10,10,75,16.4,64.7
15,1,10,11,63,17.3,65.3
15,1,10,12,118,17.5,42.2
15,1,10,13,137,17.7,78.7
15,1,10,14,148,18.5,49.3
15,1,10,15,130,23.9,50.9
15,1,10,16,94,22.3,58.0
15,1,10,17,64,18.0,57.0
15,1,10,18,87,20.7,36.1
15,1,10,19,186,17.3,30.2
15,1,10,20,123,16.4,62.3
15,1,10,21,188,18.2,44.3
15,1,10,22,69,16.5,52.5
15,1,10,23,146,24.4,68.5
15,1,11,0,108,20.8,74.6
15,1,11,1,150,24.7,49.2
15,1,11,2,80,23.3,64.2
15,1,11,3,61,16.1,36.0
15,1,11,4,60,21.2,65.1
15,1,11,5,94,15.3,30.5
15,1,11,6,137,17.5,77.7
15,1,11,7,90,21.7,47.8
15,1,11,8,157,21.8,71.2
15,1,11,9,84,18.8,60.4
15,1,11,10,141,16.0,56.7
15,1,11,11,69,17.3,60.4
15,1,11,12,161,21.4,56.9
15,1,11,13,162,17.8,72.6
15,1,11,14,189,19.7,54.8
15,1,11,15,144,16.7,57.3
15,1,11,16,192,19.6,38.3
15,1,11,17,100,22.7,57.3
15,1,11,18,101,19.9,57.8
15,1,11,19,113,16.6,78.6
15,1,11,20,199,18.1,39.6
15,1,11,21,76,16.5,71.6
15,1,11,22,91,16.6,65.5
15,1,11,23,75,18.7,30.2
15,1,12,0,73,21.1,76.5
15,1,12,1,81,22.4,33.3
15,1,12,2,117,24.9,43.1
15,1,12,3,125,16.2,36.6
15,1,12,4,188,21.6,31.4
15,1,12,5,128,19.8,61.4
15,1,12,6,151,17.9,36.2
15,1,12,7,93,16.1,65.6
15,1,12,8,132,24.8,40.5
15,1,12,9,140,20.8,58.5
15,1,12,10,194,16.6,34.8
15,1,12,11,149,18.0,59.3
15,1,12,12,157,19.0,66.3
15,1,12,13,175,16.8,61.0
15,1,12,14,59,18.0,66.3
15,1,12,15,81,17.2,39.4
15,1,12,16,54,16.6,59.5
15,1,12,17,66,21.5,71.6
15,1,12,18,120,16.5,36.4
15,1,12,19,136,21.6,60.6
15,1,12,20,194,15.9,45.6
15,1,12,21,129,17.2,72.6
15,1,12,22,142,22.9,66.5
15,1,12,23,129,21.7,75.8
15,1,13,0,61,24.9,32.7
15,1,13,1,121,17.5,64.1
15,1,13,2,140,19.8,76.1
15,1,13,3,138,15.7,79.0
15,1,13,4,60,16.0,71.9
15,1,13,5,145,19.2,78.6
15,1,13,6,166,18.0,44.0
15,1,13,7,61,20.6,40.4
15,1,13,8,182,15.7,41.2
15,1,13,9,131,15.8,76.0
15,1,13,10,100,24.0,30.0
15,1,13,11,197,23.3,41.0
15,1,13,12,89,19.5,69.7
15,1,13,13,192,22.5,47.3
15,1,13,14,195,16.4,44.0
15,1,13,15,119,21.7,69.4
15,1,13,16,145,21.7,39.3
15,1,13,17,142,16.6,39.0
15,1,13,18,155,15.2,31.9
15,1,13,19,178,21.9,63.3
15,1,13,20,99,15.3,50.8
15,1,13,21,153,21.6,63.2
15,1,13,22,103,23.2,55.8
15,1,13,23,82,19.2,56.1
15,1,14,0,134,17.8,55.9
15,1,14,1,177,19.6,46.9
15,1,14,2,169,17.2,79.2
15,1,14,3,133,20.7,61.7
15,1,14,4,181,21.0,43.0
15,1,14,5,148,19.3,79.9
15,1,14,6,118,17.8,57.5
15,1,14,7,195,22.9,70.9
15,1,14,8,142,22.0,61.1
15,1,14,9,78,20.0,52.3
15,1,14,10,124,23.4,37.6
15,1,14,11,130,16.5,62.6
15,1,14,12,177,15.4,74.4
15,1,14,13,97,17.8,71.5
15,1,14,14,120,15.8,71.9
15,1,14,15,163,22.1,52.0
15,1,14,16,118,18.9,36.9
15,1,14,17,64,24.3,77.8
15,1,14,18,120,21.5,32.0
15,1,14,19,155,17.6,61.9
15,1,14,20,177,22.2,61.2
15,1,14,21,169,23.8,61.3
15,1,14,22,195,19.2,37.7
15,1,14,23,181,22.9,50.9
15,1,15,0,62,22.5,44.9
15,1,15,1,134,20.1,76.5
15,1,15,2,105,16.3,51.1
15,1,15,3,165,20.5,35.3
15,1,15,4,111,15.8,72.5
15,1,15,5,96,17.8,78.8
15,1,15,6,166,17.2,63.5
15,1,15,7,135,24.8,46.7
15,1,15,8,109,18.0,67.6
15,1,15,9,186,15.5,33.7
15,1,15,10,173,20.8,75.6
15,1,15,11,76,24.2,50.0
15,1,15,12,70,18.8,30.0
15,1,15,13,116,18.5,43.2
15,1,15,14,139,20.1,76.4
15,1,15,15,181,24.9,40.0
15,1,15,16,151,19.3,54.2
15,1,15,17,120,15.8,58.9
15,1,15,18,112,18.7,34.1
15,1,15,19,152,15.7,37.6
15,1,15,20,188,20.9,44.6
15,1,15,21,178,17.5,43.1
15,1,15,22,134,16.1,45.7
15,1,15,23,110,16.4,55.8
15,1,16,0,171,18.9,46.7
15,1,16,1,181,20.3,73.6
15,1,16,2,121,16.1,46.6
15,1,16,3,50,22.1,34.8
15,1,16,4,188,16.6,57.2
15,1,16,5,54,20.4,70.7
15,1,16,6,52,18.4,30.1
15,1,16,7,112,22.2,63.7
15,1,16,8,143,22.4,73.7
15,1,16,9,125,16.8,63.5
15,1,16,10,122,16.8,51.2
15,1,16,11,62,19.7,52.9
15,1,16,12,144,24.6,58.1
15,1,16,13,186,21.6,65.2
15,1,16,14,101,24.2,78.5
15,1,16,15,193,23.7,57.0
15,1,16,16,88,18.8,43.4
15,1,16,17,76,24.1,50.6
15,1,16,18,121,16.1,31.7
15,1,16,19,127,24.8,52.4
15,1,16,20,50,24.0,76.6
15,1,16,21,64,24.7,56.0
15,1,16,22,67,25.0,79.9
15,1,16,23,88,22.3,55.6
15,1,17,0,102,23.4,68.9
15,1,17,1,191,16.2,53.1
15,1,17,2,113,16.5,40.0
15,1,17,3,124,24.2,43.9
15,1,17,4,97,20.4,66.0
15,1,17,5,180,18.6,35.1
15,1,17,6,68,17.3,34.3
15,1,17,7,93,19.6,59.0
15,1,17,8,151,18.4,40.0
15,1,17,9,99,23.4,78.8
15,1,17,10,184,23.2,45.1
15,1,17,11,95,22.6,55.0
15,1,17,12,175,17.6,32.3
15,1,17,13,54,18.9,43.9
15,1,17,14,130,16.7,32.9
15,1,17,15,149,23.7,39.8
15,1,17,16,133,15.3,72.2
15,1,17,17,145,19.4,56.3
15,1,17,18,178,23.9,78.8
15,1,17,19,56,16.9,39.4
15,1,17,20,141,19.6,31.1
15,1,17,21,98,23.5,45.9
15,1,17,22,99,21.4,51.6
15,1,17,23,88,19.3,72.2
15,1,18,0,70,21.0,61.1
15,1,18,1,182,22.0,52.5
15,1,18,2,142,16.9,52.7
15,1,18,3,55,20.1,39.9
15,1,18,4,162,16.0,30.8
15,1,18,5,165,17.4,32.7
15,1,18,6,139,23.7,54.7
15,1,18,7,196,23.6,72.9
15,1,18,8,107,20.2,38.2
15,1,18,9,161,21.1,33.7
15,1,18,10,59,21.1,40.0
15,1,18,11,139,21.8,57.9
15,1,18,12,189,20.3,73.8
15,1,18,13,134,23.5,45.0
15,1,18,14,172,22.5,42.6
15,1,18,15,199,15.8,66.5
15,1,18,16,130,21.5,47.7
15,1,18,17,162,16.2,64.8
15,1,18,18,92,20.2,39.5
15,1,18,19,179,22.2,48.6
15,1,18,20,198,20.3,50.0
15,1,18,21,186,18.3,63.3
15,1,18,22,62,19.8,77.0
15,1,18,23,150,22.2,41.8
15,1,19,0,156,25.0,44.9
15,1,19,1,183,18.8,58.8
15,1,19,2,72,24.5,58.1
15,1,19,3,127,22.8,61.6
15,1,19,4,88,18.8,48.0
15,1,19,5,143,18.2,74.8
15,1,19,6,67,24.8,50.8
15,1,19,7,122,20.8,35.8
15,1,19,8,199,22.2,62.9
15,1,19,9,83,20.4,49.0
15,1,19,10,102,20.9,62.0
15,1,19,11,106,16.6,79.3
15,1,19,12,155,16.0,53.7
15,1,19,13,169,20.5,64.3
15,1,19,14,172,18.7,64.3
15,1,19,15,173,16.9,65.8
15,1,19,16,153,22.2,52.4
15,1,19,17,60,20.9,56.7
15,1,19,18,170,20.2,42.6
15,1,19,19,192,23.8,76.4
15,1,19,20,66,20.3,71.1
15,1,19,21,150,15.2,35.2
15,1,19,22,89,20.0,76.6
15,1,19,23,130,22.6,45.2
15,1,20,0,181,19.5,71.2
15,1,20,1,84,24.4,73.0
15,1,20,2,151,23.3,63.8
15,1,20,3,58,16.2,41.6
15,1,20,4,163,22.6,75.4
15,1,20,5,68,17.0,40.9
15,1,20,6,65,20.7,76.9
15,1,20,7,66,17.2,72.6
15,1,20,8,125,19.8,66.0
15,1,20,9,161,21.3,73.4
15,1,20,10,66,24.7,30.7
15,1,20,11,159,21.5,44.8
15,1,20,12,77,15.7,60.7
15,1,20,13,188,22.2,30.8
15,1,20,14,192,19.5,78.4
15,1,20,15,81,18.9,77.7
15,1,20,16,192,24.6,54.3
15,1,20,17,71,18.9,50.4
15,1,20,18,95,21.1,46.4
15,1,20,19,89,18.0,75.7
15,1,20,20,143,20.3,78.7
15,1,20,21,117,22.6,52.0
15,1,20,22,176,17.8,36.3
15,1,20,23,82,24.8,53.7
15,1,21,0,60,23.1,74.8
15,1,21,1,161,24.7,31.9
15,1,21,2,107,18.5,74.6
15,1,21,3,131,18.0,54.8
15,1,21,4,146,17.5,75.2
15,1,21,5,136,21.8,34.4
15,1,21,6,94,21.5,37.2
15,1,21,7,54,17.8,53.8
15,1,21,8,124,23.8,54.1
15,1,21,9,81,15.5,75.0
15,1,21,10,55,19.8,58.3
15,1,21,11,119,15.4,79.7
15,1,21,12,132,16.7,77.1
15,1,21,13,79,15.1,78.1
15,1,21,14,199,17.3,78.0
15,1,21,15,142,23.6,67.2
15,1,21,16,79,19.9,71.7
15,1,21,17,114,19.4,33.9
15,1,21,18,166,22.6,78.2
15,1,21,19,169,22.4,40.8
15,1,21,20,97,22.5,43.5
15,1,21,21,139,21.5,74.0
15,1,21,22,114,18.0,67.4
15,1,21,23,158,18.8,75.5
15,1,22,0,118,15.8,79.1
15,1,22,1,172,17.1,47.1
15,1,22,2,165,25.0,48.5
15,1,22,3,97,23.0,55.9
15,1,22,4,131,24.5,64.6
15,1,22,5,98,24.1,40.3
15,1,22,6,82,22.9,62.8
15,1,22,7,177,21.8,36.5
15,1,22,8,155,22.9,44.8
15,1,22,9,57,23.3,51.1
15,1,22,10,174,16.6,65.7
15,1,22,11,110,22.6,55.5
15,1,22,12,190,17.0,48.1
15,1,22,13,62,18.0,77.6
15,1,22,14,58,21.2,75.1
15,1,22,15,139,18.2,56.2
15,1,22,16,110,15.2,48.6
15,1,22,17,177,24.3,40.8
15,1,22,18,73,20.8,74.9
15,1,22,19,104,18.7,46.5
15,1,22,20,125,21.0,42.8
15,1,22,21,58,23.4,74.8
15,1,22,22,87,16.1,67.0
15,1,22,23,184,22.3,37.3
15,1,23,0,140,17.7,49.7
15,1,23,1,113,16.8,57.2
15,1,23,2,85,16.4,32.3
15,1,23,3,82,16.5,58.1
15,1,23,4,65,15.1,70.2
15,1,23,5,86,16.2,39.1
15,1,23,6,139,22.4,77.1
15,1,23,7,99,16.2,50.2
15,1,23,8,51,17.9,41.0
15,1,23,9,161,23.9,39.3
15,1,23,10,119,24.7,57.6
15,1,23,11,60,20.6,32.2
15,1,23,12,120,20.0,41.4
15,1,23,13,145,23.2,56.4
15,1,23,14,99,24.7,56.2
15,1,23,15,53,19.9,32.6
15,1,23,16,138,23.4,52.1
15,1,23,17,50,16.6,62.6
15,1,23,18,111,23.3,45.0
15,1,23,19,188,18.7,66.5
15,1,23,20,192,24.0,48.3
15,1,23,21,98,19.6,47.6
15,1,23,22,77,20.3,71.0
15,1,23,23,118,18.5,66.8
15,1,24,0,96,17.4,59.3
15,1,24,1,118,15.6,52.9
15,1,24,2,104,17.6,46.3
15,1,24,3,58,22.7,45.9
15,1,24,4,51,20.0,48.7
15,1,24,5,96,24.1,69.6
15,1,24,6,169,20.7,60.3
15,1,24,7,68,24.5,40.8
15,1,24,8,105,24.4,77.4
15,1,24,9,64,24.0,41.2
15,1,24,10,168,15.8,79.5
15,1,24,11,167,21.1,37.6
15,1,24,12,198,17.4,77.9
15,1,24,13,50,19.9,50.1
15,1,24,14,108,23.7,63.1
15,1,24,15,56,19.9,46.8
15,1,24,16,126,17.2,70.0
15,1,24,17,127,21.7,37.2
15,1,24,18,84,18.5,52.8
15,1,24,19,140,20.6,53.3
15,1,24,20,69,16.6,72.3
15,1,24,21,64,22.3,58.3
15,1,24,22,177,22.2,36.5
15,1,24,23,71,22.4,33.2
15,1,25,0,139,16.7,62.0
15,1,25,1,88,19.5,73.0
15,1,25,2,90,16.9,48.1
15,1,25,3,88,21.2,73.8
15,1,25,4,100,17.4,67.4
15,1,25,5,154,20.5,65.5
15,1,25,6,137,24.6,32.4
15,1,25,7,189,20.4,63.7
15,1,25,8,114,23.8,72.6
15,1,25,9,93,23.9,51.5
15,1,25,10,118,21.5,38.8
15,1,25,11,81,24.3,53.6
15,1,25,12,61,16.8,79.5
15,1,25,13,183,20.7,48.7
15,1,25,14,147,15.1,67.5
15,1,25,15,177,24.5,70.9
15,1,25,16,152,17.1,48.2
15,1,25,17,80,23.0,73.0
15,1,25,18,55,18.9,55.2
15,1,25,19,123,15.1,76.9
15,1,25,20,196,22.0,30.1
15,1,25,21,131,21.7,54.9
15,1,25,22,149,20.1,64.2
15,1,25,23,113,20.0,68.1
15,1,26,0,61,21.4,79.6
15,1,26,1,57,21.2,54.7
15,1,26,2,123,22.0,33.0
15,1,26,3,146,16.2,52.8
15,1,26,4,175,24.0,35.6
15,1,26,5,100,24.4,38.6
15,1,26,6,106,15.3,51.6
15,1,26,7,134,24.6,50.7
15,1,26,8,154,16.7,41.8
15,1,26,9,120,22.7,46.1
15,1,26,10,163,18.7,76.2
15,1,26,11,58,19.8,31.5
15,1,26,12,81,24.7,32.4
15,1,26,13,62,24.4,71.7
15,1,26,14,80,18.4,39.7
15,1,26,15,120,20.5,35.9
15,1,26,16,154,23.6,34.0
15,1,26,17,106,22.6,67.2
15,1,26,18,200,20.0,62.2
15,1,26,19,172,23.6,44.3
15,1,26,20,112,24.2,46.1
15,1,26,21,172,24.7,58.7
15,1,26,22,123,19.3,79.2
15,1,26,23,126,18.9,77.4
15,1,27,0,159,15.9,79.9
15,1,27,1,184,20.8,54.0
15,1,27,2,147,20.6,34.1
15,1,27,3,83,15.5,69.0
15,1,27,4,87,17.9,35.4
15,1,27,5,73,18.3,33.6
15,1,27,6,53,18.7,30.3
15,1,27,7,179,15.5,79.4
15,1,27,8,172,18.0,63.8
15,1,27,9,135,23.0,69.6
15,1,27,10,197,23.5,63.0
15,1,27,11,87,16.3,48.1
15,1,27,12,189,20.7,39.7
15,1,27,13,163,24.6,59.0
15,1,27,14,181,23.7,31.2
15,1,27,15,60,20.0,68.2
15,1,27,16,159,17.4,54.2
15,1,27,17,71,19.9,72.5
15,1,27,18,126,15.2,34.2
15,1,27,19,139,19.3,45.9
15,1,27,20,152,15.0,52.2
15,1,27,21,101,23.0,53.3
15,1,27,22,175,21.0,31.5
15,1,27,23,183,16.9,68.4
15,1,28,0,124,17.6,79.1
15,1,28,1,61,22.0,33.0
15,1,28,2,69,16.9,71.5
15,1,28,3,94,22.4,78.2
15,1,28,4,137,21.4,63.4
15,1,28,5,170,16.5,44.9
15,1,28,6,78,15.5,40.8
15,1,28,7,110,18.6,47.1
15,1,28,8,134,21.6,52.2
15,1,28,9,198,23.0,76.7
15,1,28,10,105,23.7,46.8
15,1,28,11,52,20.7,45.5
15,1,28,12,107,15.0,35.9
15,1,28,13,101,19.8,61.5
15,1,28,14,138,20.0,70.5
15,1,28,15,123,20.0,74.6
15,1,28,16,63,24.7,71.0
15,1,28,17,160,23.0,70.7
15,1,28,18,66,16.9,34.5
15,1,28,19,167,22.8,42.1
15,1,28,20,139,23.9,68.2
15,1,28,21,98,18.0,46.1
15,1,28,22,182,19.3,44.9
15,1,28,23,189,18.1,57.0
15,1,29,0,92,23.2,31.7
15,1,29,1,140,18.5,71.7
15,1,29,2,190,20.9,46.8
15,1,29,3,125,23.0,31.0
15,1,29,4,143,17.4,66.8
15,1,29,5,67,19.7,68.7
15,1,29,6,50,22.8,67.6
15,1,29,7,165,19.0,62.2
15,1,29,8,101,19.7,76.1
15,1,29,9,108,19.8,53.9
15,1,29,10,100,19.8,63.9
15,1,29,11,181,17.4,30.5
15,1,29,12,137,19.5,37.3
15,1,29,13,81,16.9,44.2
15,1,29,14,123,17.3,36.9
15,1,29,15,82,17.3,71.6
15,1,29,16,99,20.8,32.8
15,1,29,17,116,16.8,40.9
15,1,29,18,193,15.3,73.9
15,1,29,19,181,18.6,69.3
15,1,29,20,144,16.4,36.2
15,1,29,21,57,24.6,41.1
15,1,29,22,76,23.2,72.0
15,1,29,23,150,23.5,37.1
16,3,0,0,149,24.5,33.7
16,3,0,1,146,20.8,46.6
16,3,0,2,198,23.6,43.1
16,3,0,3,75,24.4,65.5
16,3,0,4,75,21.7,60.2
16,3,0,5,187,19.8,58.3
16,3,0,6,158,22.5,71.7
16,3,0,7,143,16.4,54.0
16,3,0,8,69,17.3,35.4
16,3,0,9,77,17.4,63.9
16,3,0,10,186,17.4,66.3
16,3,0,11,52,19.9,78.3
16,3,0,12,79,17.2,58.5
16,3,0,13,142,16.7,52.2
16,3,0,14,197,22.6,61.0
16,3,0,15,121,16.9,70.0
16,3,0,16,111,15.5,63.7
16,3,0,17,146,23.4,78.1
16,3,0,18,71,20.9,47.9
16,3,0,19,156,17.4,60.5
16,3,0,20,133,15.4,55.8
16,3,0,21,95,16.3,42.0
16,3,0,22,99,17.8,60.0
16,3,0,23,119,21.5,33.1
16,3,1,0,157,18.1,79.6
16,3,1,1,123,21.3,46.5
16,3,1,2,151,24.8,49.3
16,3,1,3,113,21.1,62.4
16,3,1,4,140,19.5,45.0
16,3,1,5,127,18.3,75.3
16,3,1,6,175,23.2,58.6
16,3,1,7,159,23.2,60.9
16,3,1,8,189,15.7,62.4
16,3,1,9,115,15.2,78.7
16,3,1,10,122,23.8,55.8
16,3,1,11,147,23.9,72.2
16,3,1,12,191,18.5,51.5
16,3,1,13,144,17.5,55.1
16,3,1,14,128,18.2,44.6
16,3,1,15,166,24.0,41.4
16,3,1,16,131,21.7,58.7
16,3,1,17,106,19.5,37.4
16,3,1,18,133,24.4,35.0
16,3,1,19,85,19.3,57.7
16,3,1,20,124,18.4,71.9
16,3,1,21,103,20.9,70.2
16,3,1,22,139,15.8,79.4
16,3,1,23,60,18.3,34.8
16,3,2,0,172,15.3,78.0
16,3,2,1,89,15.7,33.2
16,3,2,2,112,17.4,31.8
16,3,2,3,178,15.3,35.4
16,3,2,4,147,16.5,54.2
16,3,2,5,108,15.3,41.8
16,3,2,6,119,18.3,74.9
16,3,2,7,77,21.7,56.8
16,3,2,8,179,23.1,46.3
16,3,2,9,92,23.5,72.2
16,3,2,10,191,15.4,63.0
16,3,2,11,160,24.6,59.1
16,3,2,12,91,22.6,38.5
16,3,2,13,128,17.7,47.7
16,3,2,14,72,22.3,35.0
16,3,2,15,56,15.6,64.9
16,3,2,16,88,22.2,73.5
16,3,2,17,72,21.4,33.3
16,3,2,18,153,23.4,48.6
16,3,2,19,80,20.4,53.1
16,3,2,20,146,19.4,69.0
16,3,2,21,181,21.6,36.5
16,3,2,22,69,21.4,63.4
16,3,2,23,98,22.1,79.1
16,3,3,0,162,18.0,40.9
16,3,3,1,132,18.2,44.1
16,3,3,2,185,24.0,50.1
16,3,3,3,137,18.4,53.4
16,3,3,4,105,23.4,62.6
16,3,3,5,54,17.3,63.5
16,3,3,6,181,22.2,69.9
16,3,3,7,128,21.5,62.0
16,3,3,8,177,24.5,36.3
16,3,3,9,133,18.1,71.0
16,3,3,10,78,17.8,59.5
16,3,3,11,121,15.9,76.4
16,3,3,12,52,23.2,32.1
16,3,3,13,73,15.1,67.3
16,3,3,14,174,23.9,72.4
16,3,3,15,185,19.9,48.4
16,3,3,16,84,22.8,54.4
16,3,3,17,171,23.8,59.4
16,3,3,18,164,20.9,46.2
16,3,3,19,122,17.0,76.5
16,3,3,20,130,23.3,42.9
16,3,3,21,169,22.7,32.4
16,3,3,22,67,24.9,32.9
16,3,3,23,153,20.2,33.3
16,3,4,0,65,16.3,70.7
16,3,4,1,196,20.9,33.6
16,3,4,2,58,19.8,53.2
16,3,4,3,114,22.3,44.9
16,3,4,4,155,20.7,61.2
16,3,4,5,116,23.4,39.0
16,3,4,6,59,22.4,44.6
16,3,4,7,129,25.0,69.5
16,3,4,8,66,17.4,68.1
16,3,4,9,142,21.9,39.8
16,3,4,10,135,22.3,59.4
16,3,4,11,107,18.5,44.0
16,3,4,12,165,16.5,62.0
16,3,4,13,81,22.7,38.9
16,3,4,14,149,20.1,36.6
16,3,4,15,143,22.2,48.6
16,3,4,16,161,24.4,36.1
16,3,4,17,164,23.0,36.9
16,3,4,18,144,24.4,36.9
16,3,4,19,191,18.4,64.8
16,3,4,20,78,22.8,48.3
16,3,4,21,138,18.2,70.6
16,3,4,22,119,20.7,40.0
16,3,4,23,107,15.5,37.8
16,3,5,0,61,16.7,47.1
16,3,5,1,73,16.6,64.0
16,3,5,2,134,23.8,30.6
16,3,5,3,108,17.9,63.5
16,3,5,4,71,15.0,43.2
16,3,5,5,183,17.4,34.7
